# Force coefficients
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 1.000000e+00
# lRef        : 2.500000e-01
# Aref        : 4.909395e-02
# CofR        : (-1.450300e-05 2.286240e-06 -1.313550e-04)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
299           	2.054154e-05	3.831641e-01	-4.786053e-04	-2.187611e-04	-2.598442e-04
300           	2.473953e-05	3.836074e-01	-2.986792e-04	-1.246001e-04	-1.740791e-04
301           	2.756873e-05	3.839597e-01	-2.169112e-04	-8.088685e-05	-1.360243e-04
302           	3.049180e-05	3.844785e-01	-8.505378e-05	-1.203509e-05	-7.301869e-05
303           	3.350651e-05	3.849262e-01	4.261168e-05	5.481235e-05	-1.220067e-05
304           	3.485491e-05	3.854669e-01	9.600394e-05	8.285689e-05	1.314706e-05
305           	3.557069e-05	3.859476e-01	-2.040416e-05	2.536861e-05	-4.577277e-05
306           	3.610986e-05	3.865404e-01	1.091585e-04	9.068910e-05	1.846939e-05
307           	3.848988e-05	3.870897e-01	1.320970e-04	1.045384e-04	2.755862e-05
308           	3.837581e-05	3.876308e-01	2.206587e-04	1.487052e-04	7.195357e-05
309           	3.939754e-05	3.881151e-01	1.673750e-04	1.230850e-04	4.428997e-05
310           	4.018631e-05	3.886337e-01	3.200935e-04	2.002331e-04	1.198604e-04
311           	4.273827e-05	3.890664e-01	4.611968e-04	2.733367e-04	1.878601e-04
312           	4.322266e-05	3.894078e-01	5.927200e-04	3.395826e-04	2.531373e-04
313           	4.543445e-05	3.897041e-01	5.591544e-04	3.250117e-04	2.341428e-04
314           	4.755588e-05	3.898660e-01	7.252659e-04	4.101888e-04	3.150771e-04
315           	5.100147e-05	3.899822e-01	7.304454e-04	4.162242e-04	3.142213e-04
316           	5.392857e-05	3.899236e-01	8.488068e-04	4.783320e-04	3.704748e-04
317           	5.698393e-05	3.899214e-01	7.962031e-04	4.550855e-04	3.411176e-04
318           	5.946070e-05	3.896788e-01	5.848321e-04	3.518768e-04	2.329554e-04
319           	6.103652e-05	3.894642e-01	4.565544e-04	2.893137e-04	1.672407e-04
320           	6.406289e-05	3.892557e-01	3.089159e-04	2.185208e-04	9.039503e-05
321           	6.577814e-05	3.891210e-01	1.387760e-04	1.351661e-04	3.609841e-06
322           	6.711265e-05	3.889321e-01	-1.104804e-04	1.187247e-05	-1.223528e-04
323           	6.761302e-05	3.888657e-01	-3.156759e-04	-9.022491e-05	-2.254509e-04
324           	6.883250e-05	3.887900e-01	-5.959591e-04	-2.291471e-04	-3.668120e-04
325           	6.864921e-05	3.889306e-01	-8.435939e-04	-3.531478e-04	-4.904462e-04
326           	6.819042e-05	3.891041e-01	-1.287214e-03	-5.754165e-04	-7.117973e-04
327           	6.626000e-05	3.893069e-01	-1.632725e-03	-7.501026e-04	-8.826227e-04
328           	6.533616e-05	3.896677e-01	-2.095456e-03	-9.823917e-04	-1.113064e-03
329           	6.368868e-05	3.900309e-01	-2.463436e-03	-1.168029e-03	-1.295407e-03
330           	6.100032e-05	3.903925e-01	-3.059037e-03	-1.468518e-03	-1.590519e-03
331           	5.748114e-05	3.906707e-01	-3.271259e-03	-1.578148e-03	-1.693111e-03
332           	5.574687e-05	3.909131e-01	-3.619074e-03	-1.753790e-03	-1.865284e-03
333           	5.222100e-05	3.911089e-01	-3.964939e-03	-1.930248e-03	-2.034690e-03
334           	4.890299e-05	3.912461e-01	-4.211936e-03	-2.057065e-03	-2.154871e-03
335           	4.539359e-05	3.912011e-01	-4.213506e-03	-2.061359e-03	-2.152147e-03
336           	4.248098e-05	3.912656e-01	-4.373635e-03	-2.144336e-03	-2.229298e-03
337           	3.879650e-05	3.913034e-01	-4.435700e-03	-2.179053e-03	-2.256646e-03
338           	3.555198e-05	3.912504e-01	-4.388964e-03	-2.158930e-03	-2.230034e-03
339           	3.067083e-05	3.910648e-01	-4.337803e-03	-2.138231e-03	-2.199572e-03
340           	2.624319e-05	3.908726e-01	-4.169647e-03	-2.058581e-03	-2.111067e-03
341           	2.357481e-05	3.905142e-01	-3.813504e-03	-1.883177e-03	-1.930327e-03
342           	2.031816e-05	3.902148e-01	-3.612474e-03	-1.785919e-03	-1.826555e-03
343           	1.683548e-05	3.899668e-01	-3.335734e-03	-1.651031e-03	-1.684702e-03
344           	1.377980e-05	3.896880e-01	-2.821496e-03	-1.396968e-03	-1.424528e-03
345           	1.171204e-05	3.895424e-01	-2.434566e-03	-1.205571e-03	-1.228995e-03
346           	1.023479e-05	3.895520e-01	-1.999441e-03	-9.894858e-04	-1.009955e-03
347           	8.790307e-06	3.896124e-01	-1.689184e-03	-8.358018e-04	-8.533824e-04
348           	7.917121e-06	3.898997e-01	-1.528312e-03	-7.562391e-04	-7.720733e-04
349           	5.958299e-06	3.902864e-01	-1.324695e-03	-6.563892e-04	-6.683058e-04
350           	6.314536e-06	3.907073e-01	-9.477355e-04	-4.675532e-04	-4.801823e-04
351           	7.040127e-06	3.911720e-01	-7.233896e-04	-3.546547e-04	-3.687349e-04
352           	8.018735e-06	3.916624e-01	-4.816657e-04	-2.328141e-04	-2.488516e-04
353           	9.203650e-06	3.921833e-01	-4.092158e-04	-1.954042e-04	-2.138115e-04
354           	9.633310e-06	3.926885e-01	-3.553422e-04	-1.680378e-04	-1.873044e-04
355           	1.078488e-05	3.931752e-01	-3.961398e-04	-1.872850e-04	-2.088548e-04
356           	1.257324e-05	3.936846e-01	-3.155092e-04	-1.451814e-04	-1.703279e-04
357           	1.432549e-05	3.942255e-01	-4.463457e-04	-2.088474e-04	-2.374983e-04
358           	1.507004e-05	3.946116e-01	-6.679573e-04	-3.189086e-04	-3.490487e-04
359           	1.663821e-05	3.950110e-01	-9.631538e-04	-4.649387e-04	-4.982151e-04
360           	1.749448e-05	3.953758e-01	-1.272977e-03	-6.189942e-04	-6.539831e-04
361           	1.866517e-05	3.957072e-01	-1.747139e-03	-8.549043e-04	-8.922347e-04
362           	1.906138e-05	3.959712e-01	-2.272088e-03	-1.116982e-03	-1.155105e-03
363           	1.994943e-05	3.961957e-01	-3.017006e-03	-1.488553e-03	-1.528452e-03
364           	1.881187e-05	3.963807e-01	-3.724112e-03	-1.843244e-03	-1.880868e-03
365           	1.818271e-05	3.965391e-01	-4.506059e-03	-2.234847e-03	-2.271212e-03
366           	1.856489e-05	3.967292e-01	-5.308944e-03	-2.635907e-03	-2.673037e-03
367           	1.844564e-05	3.968185e-01	-6.157813e-03	-3.060461e-03	-3.097352e-03
368           	1.672503e-05	3.968119e-01	-6.642005e-03	-3.304277e-03	-3.337728e-03
369           	1.651871e-05	3.967801e-01	-7.029792e-03	-3.498377e-03	-3.531415e-03
370           	1.706898e-05	3.966367e-01	-7.545436e-03	-3.755649e-03	-3.789787e-03
371           	1.618335e-05	3.963807e-01	-7.572452e-03	-3.770042e-03	-3.802409e-03
372           	1.741265e-05	3.961873e-01	-7.310947e-03	-3.638061e-03	-3.672886e-03
373           	1.870488e-05	3.959836e-01	-6.953342e-03	-3.457966e-03	-3.495376e-03
374           	1.999436e-05	3.956471e-01	-6.467459e-03	-3.213735e-03	-3.253724e-03
375           	2.165429e-05	3.952883e-01	-5.781293e-03	-2.868992e-03	-2.912301e-03
376           	2.382466e-05	3.948739e-01	-5.013003e-03	-2.482677e-03	-2.530326e-03
377           	2.510343e-05	3.944532e-01	-4.327748e-03	-2.138771e-03	-2.188978e-03
378           	2.559458e-05	3.939839e-01	-3.545975e-03	-1.747393e-03	-1.798582e-03
379           	2.576742e-05	3.934617e-01	-2.793791e-03	-1.371128e-03	-1.422663e-03
380           	2.503654e-05	3.928960e-01	-2.099831e-03	-1.024879e-03	-1.074952e-03
381           	2.356189e-05	3.925168e-01	-1.443889e-03	-6.983827e-04	-7.455065e-04
382           	2.064968e-05	3.921798e-01	-7.733034e-04	-3.660020e-04	-4.073014e-04
383           	1.761035e-05	3.918293e-01	-9.133170e-05	-2.805550e-05	-6.327620e-05
384           	1.399847e-05	3.915166e-01	3.472002e-04	1.875986e-04	1.596016e-04
385           	9.185497e-06	3.914258e-01	7.389861e-04	3.786786e-04	3.603076e-04
386           	5.213888e-06	3.914193e-01	1.155870e-03	5.831490e-04	5.727212e-04
387           	1.114969e-06	3.915639e-01	1.406850e-03	7.045401e-04	7.023102e-04
388           	-3.654297e-06	3.916992e-01	1.456407e-03	7.245493e-04	7.318579e-04
389           	-9.092129e-06	3.918460e-01	1.542937e-03	7.623762e-04	7.805604e-04
390           	-1.275860e-05	3.920397e-01	1.581040e-03	7.777612e-04	8.032784e-04
391           	-1.606902e-05	3.923979e-01	1.609689e-03	7.887755e-04	8.209136e-04
392           	-2.000117e-05	3.927837e-01	1.188077e-03	5.740373e-04	6.140396e-04
393           	-2.448273e-05	3.931879e-01	7.637497e-04	3.573921e-04	4.063576e-04
394           	-2.906805e-05	3.934466e-01	3.030745e-04	1.224692e-04	1.806053e-04
395           	-3.119563e-05	3.937196e-01	-1.627892e-04	-1.125902e-04	-5.019899e-05
396           	-3.359147e-05	3.939595e-01	-8.932340e-04	-4.802085e-04	-4.130255e-04
397           	-3.701963e-05	3.941769e-01	-1.689688e-03	-8.818635e-04	-8.078243e-04
398           	-3.895806e-05	3.943415e-01	-2.567609e-03	-1.322763e-03	-1.244846e-03
399           	-4.208074e-05	3.946098e-01	-3.442238e-03	-1.763200e-03	-1.679038e-03
400           	-4.376520e-05	3.947284e-01	-4.280481e-03	-2.184006e-03	-2.096475e-03
401           	-4.619452e-05	3.948422e-01	-4.949583e-03	-2.520986e-03	-2.428597e-03
402           	-4.760219e-05	3.950009e-01	-5.758515e-03	-2.926860e-03	-2.831655e-03
403           	-4.894383e-05	3.952209e-01	-6.328171e-03	-3.213030e-03	-3.115142e-03
404           	-4.938036e-05	3.954478e-01	-6.958720e-03	-3.528740e-03	-3.429980e-03
405           	-4.937303e-05	3.957591e-01	-7.383671e-03	-3.741209e-03	-3.642463e-03
406           	-4.927933e-05	3.960355e-01	-7.411416e-03	-3.754987e-03	-3.656429e-03
407           	-4.618242e-05	3.962674e-01	-7.326239e-03	-3.709302e-03	-3.616937e-03
408           	-4.320580e-05	3.965044e-01	-7.048470e-03	-3.567441e-03	-3.481029e-03
409           	-3.889065e-05	3.966862e-01	-6.532364e-03	-3.305073e-03	-3.227291e-03
410           	-3.381484e-05	3.967664e-01	-5.798986e-03	-2.933308e-03	-2.865678e-03
411           	-2.681905e-05	3.968152e-01	-5.281055e-03	-2.667347e-03	-2.613709e-03
412           	-2.115303e-05	3.967412e-01	-4.535318e-03	-2.288812e-03	-2.246506e-03
413           	-1.335581e-05	3.966266e-01	-3.706739e-03	-1.866725e-03	-1.840014e-03
414           	-6.377335e-06	3.964006e-01	-2.955569e-03	-1.484162e-03	-1.471407e-03
415           	3.921960e-07	3.959765e-01	-2.241458e-03	-1.120337e-03	-1.121121e-03
416           	6.893868e-06	3.956065e-01	-1.568599e-03	-7.774057e-04	-7.911934e-04
417           	1.275073e-05	3.951266e-01	-7.216017e-04	-3.480501e-04	-3.735516e-04
418           	1.726279e-05	3.947040e-01	-9.575148e-05	-3.061295e-05	-6.513853e-05
419           	1.926624e-05	3.941943e-01	5.155183e-04	2.770254e-04	2.384929e-04
420           	2.120883e-05	3.937906e-01	1.225046e-03	6.337319e-04	5.913142e-04
421           	2.349657e-05	3.934021e-01	1.997839e-03	1.022416e-03	9.754230e-04
422           	2.453185e-05	3.931992e-01	2.487518e-03	1.268291e-03	1.219227e-03
423           	2.389939e-05	3.930736e-01	2.884288e-03	1.466043e-03	1.418245e-03
424           	2.350594e-05	3.930763e-01	3.300339e-03	1.673676e-03	1.626664e-03
425           	2.250576e-05	3.931064e-01	3.635067e-03	1.840039e-03	1.795028e-03
426           	2.192571e-05	3.931901e-01	3.837352e-03	1.940602e-03	1.896751e-03
427           	2.045438e-05	3.933971e-01	3.827209e-03	1.934059e-03	1.893150e-03
428           	1.767226e-05	3.937280e-01	3.659687e-03	1.847516e-03	1.812171e-03
429           	1.581943e-05	3.940938e-01	3.410432e-03	1.721035e-03	1.689396e-03
430           	1.232750e-05	3.944640e-01	2.957029e-03	1.490842e-03	1.466187e-03
431           	9.054720e-06	3.948476e-01	2.390006e-03	1.204058e-03	1.185948e-03
432           	4.839398e-06	3.950727e-01	1.778879e-03	8.942790e-04	8.846002e-04
433           	5.336938e-07	3.954198e-01	9.548564e-04	4.779619e-04	4.768945e-04
434           	-3.914890e-06	3.956230e-01	4.791389e-05	2.004206e-05	2.787184e-05
435           	-9.018815e-06	3.956990e-01	-8.851433e-04	-4.515905e-04	-4.335529e-04
436           	-1.365889e-05	3.957900e-01	-1.921294e-03	-9.743058e-04	-9.469880e-04
437           	-1.833309e-05	3.957105e-01	-2.870311e-03	-1.453489e-03	-1.416823e-03
438           	-2.340527e-05	3.956441e-01	-3.849793e-03	-1.948302e-03	-1.901491e-03
439           	-2.820290e-05	3.955857e-01	-4.916922e-03	-2.486664e-03	-2.430258e-03
440           	-3.310735e-05	3.956875e-01	-5.855774e-03	-2.960994e-03	-2.894780e-03
441           	-3.766207e-05	3.955780e-01	-6.701987e-03	-3.388655e-03	-3.313331e-03
442           	-4.274981e-05	3.956941e-01	-7.325480e-03	-3.705490e-03	-3.619990e-03
443           	-4.677731e-05	3.957843e-01	-7.769283e-03	-3.931419e-03	-3.837864e-03
444           	-4.949583e-05	3.958645e-01	-7.935469e-03	-4.017230e-03	-3.918238e-03
445           	-5.069256e-05	3.958696e-01	-7.817542e-03	-3.959464e-03	-3.858079e-03
446           	-5.214171e-05	3.959073e-01	-7.447610e-03	-3.775947e-03	-3.671663e-03
447           	-5.223221e-05	3.957656e-01	-6.808965e-03	-3.456715e-03	-3.352250e-03
448           	-4.950418e-05	3.956690e-01	-6.198300e-03	-3.148654e-03	-3.049646e-03
449           	-4.750084e-05	3.955736e-01	-5.482909e-03	-2.788955e-03	-2.693953e-03
450           	-4.483224e-05	3.955053e-01	-4.522889e-03	-2.306277e-03	-2.216612e-03
451           	-3.941672e-05	3.952235e-01	-3.803380e-03	-1.941107e-03	-1.862273e-03
452           	-3.561554e-05	3.949895e-01	-3.105757e-03	-1.588494e-03	-1.517263e-03
453           	-3.190347e-05	3.947729e-01	-2.199190e-03	-1.131499e-03	-1.067692e-03
454           	-2.616092e-05	3.944718e-01	-1.503255e-03	-7.777886e-04	-7.254668e-04
455           	-2.250632e-05	3.940589e-01	-8.741301e-04	-4.595714e-04	-4.145587e-04
456           	-1.925172e-05	3.936807e-01	-1.720161e-04	-1.052598e-04	-6.675635e-05
457           	-1.636642e-05	3.932857e-01	4.899344e-04	2.286008e-04	2.613336e-04
458           	-1.401593e-05	3.928647e-01	1.148947e-03	5.604575e-04	5.884893e-04
459           	-1.202022e-05	3.924435e-01	1.764089e-03	8.700241e-04	8.940646e-04
460           	-1.051838e-05	3.920531e-01	2.245537e-03	1.112250e-03	1.133287e-03
461           	-9.429154e-06	3.917956e-01	2.749147e-03	1.365144e-03	1.384003e-03
462           	-7.523587e-06	3.914982e-01	3.181250e-03	1.583101e-03	1.598148e-03
463           	-5.403292e-06	3.913101e-01	3.553253e-03	1.771223e-03	1.782030e-03
464           	-2.803649e-06	3.914274e-01	3.723587e-03	1.858990e-03	1.864597e-03
465           	-3.410361e-07	3.916196e-01	3.732224e-03	1.865771e-03	1.866453e-03
466           	1.938832e-06	3.921462e-01	3.611722e-03	1.807800e-03	1.803922e-03
467           	5.348502e-06	3.928067e-01	3.418796e-03	1.714746e-03	1.704049e-03
468           	7.626912e-06	3.935916e-01	2.944070e-03	1.479662e-03	1.464408e-03
469           	1.019821e-05	3.943660e-01	2.295331e-03	1.157864e-03	1.137467e-03
470           	1.332792e-05	3.952218e-01	1.682333e-03	8.544945e-04	8.278387e-04
471           	1.675858e-05	3.960106e-01	9.789791e-04	5.062481e-04	4.727309e-04
472           	2.051458e-05	3.966581e-01	2.161072e-04	1.285682e-04	8.753902e-05
473           	2.144314e-05	3.972407e-01	-9.394327e-04	-4.482732e-04	-4.911595e-04
474           	2.223211e-05	3.976700e-01	-2.097010e-03	-1.026273e-03	-1.070737e-03
475           	2.276882e-05	3.980029e-01	-3.119602e-03	-1.537032e-03	-1.582570e-03
476           	2.349445e-05	3.980788e-01	-4.050120e-03	-2.001566e-03	-2.048554e-03
477           	2.357166e-05	3.980338e-01	-4.993535e-03	-2.473196e-03	-2.520339e-03
478           	2.201850e-05	3.980255e-01	-5.988330e-03	-2.972146e-03	-3.016183e-03
479           	1.977196e-05	3.977667e-01	-6.917233e-03	-3.438845e-03	-3.478389e-03
480           	1.616043e-05	3.975105e-01	-7.472624e-03	-3.720152e-03	-3.752473e-03
481           	1.372400e-05	3.971569e-01	-7.966042e-03	-3.969297e-03	-3.996745e-03
482           	1.054585e-05	3.969354e-01	-8.042866e-03	-4.010887e-03	-4.031979e-03
483           	7.754609e-06	3.966584e-01	-8.006594e-03	-3.995543e-03	-4.011052e-03
484           	4.096222e-06	3.965481e-01	-7.638085e-03	-3.814946e-03	-3.823139e-03
485           	7.305086e-07	3.964692e-01	-6.985210e-03	-3.491874e-03	-3.493335e-03
486           	-8.511726e-07	3.964856e-01	-6.159159e-03	-3.080431e-03	-3.078729e-03
487           	-2.923842e-06	3.964151e-01	-5.344213e-03	-2.675030e-03	-2.669183e-03
488           	-4.695481e-06	3.963147e-01	-4.437459e-03	-2.223425e-03	-2.214034e-03
489           	-6.101906e-06	3.962502e-01	-3.671183e-03	-1.841694e-03	-1.829490e-03
490           	-7.427935e-06	3.959816e-01	-2.921750e-03	-1.468303e-03	-1.453447e-03
491           	-8.001662e-06	3.957410e-01	-2.274504e-03	-1.145254e-03	-1.129250e-03
492           	-9.038774e-06	3.953779e-01	-1.663292e-03	-8.406849e-04	-8.226073e-04
493           	-1.033840e-05	3.951072e-01	-1.219698e-03	-6.201875e-04	-5.995107e-04
494           	-1.246436e-05	3.947442e-01	-8.169575e-04	-4.209431e-04	-3.960144e-04
495           	-1.565618e-05	3.943152e-01	-4.445964e-04	-2.379544e-04	-2.066420e-04
496           	-1.823732e-05	3.938707e-01	-3.441145e-05	-3.544305e-05	1.031595e-06
497           	-2.006756e-05	3.934560e-01	2.999671e-04	1.299160e-04	1.700511e-04
498           	-2.305980e-05	3.932392e-01	4.975627e-04	2.257215e-04	2.718412e-04
499           	-2.560586e-05	3.931006e-01	6.657740e-04	3.072811e-04	3.584928e-04
500           	-2.870150e-05	3.929054e-01	7.950992e-04	3.688481e-04	4.262511e-04
